1,21,0,1,2,1,1,1,1,1,1,1,1,100.0,20.965207100591716,0, 31.15, 60.65, 101.15, 156.4,0
2,21,1,1,2,1,1,1,1,1,1,1,1,300.0,40.54325382698469,0, 28.65, 53.15, 88.65, 136.4,2
3,22,0,1,2,1,1,1,1,1,1,1,1,100.0,29.526000000000003,0, 29.9, 56.9, 94.9, 146.4,2
4,22,1,1,2,1,1,1,1,1,1,1,1,200.0,24.659334126040427,0, 31.15, 60.65, 101.15, 156.4,1
5,18,0,1,2,1,1,1,1,1,1,1,1,200.0,45.29832680669277,0, 26.65, 49.15, 81.65, 125.4,1
6,24,1,1,2,1,1,1,1,1,1,1,1,400.0,20.026337006181134,0, 28.65, 53.15, 88.65, 136.4,0
7,23,0,1,2,1,1,1,1,1,1,1,1,300.0,49.91715976331361,0, 29.9, 56.9, 94.9, 146.4,1
8,18,1,1,2,1,1,1,1,1,1,1,1,100.0,30.819349962207102,0, 27.9, 52.9, 87.9, 135.4,2
9,22,0,1,2,1,1,1,1,1,1,1,1,300.0,21.853392144507456,0, 29.9, 56.9, 94.9, 146.4,1
10,18,1,1,2,1,1,1,1,1,1,1,1,300.0,16.24405464665205,0, 26.65, 49.15, 81.65, 125.4,0
11,21,0,1,2,1,1,1,1,1,1,1,1,300.0,35.324297520661155,0, 27.9, 52.9, 87.9, 135.4,1
12,23,1,1,2,1,1,1,1,1,1,1,1,100.0,23.477630749842472,0, 32.4, 64.4, 107.4, 166.4,2
13,18,0,1,2,1,1,1,1,1,1,1,1,700.0,19.648481590970167,0, 26.65, 49.15, 81.65, 125.4,2
14,19,1,1,2,1,1,1,1,1,1,1,1,100.0,21.537758667024992,0, 26.65, 49.15, 81.65, 125.4,2
15,24,0,1,2,1,1,1,1,1,1,1,1,200.0,32.70036160420776,0, 29.9, 56.9, 94.9, 146.4,2
16,24,1,1,2,1,1,1,1,1,1,1,1,100.0,38.91910776672937,0, 28.65, 53.15, 88.65, 136.4,0
17,18,0,1,2,1,1,1,1,1,1,1,1,200.0,15.507352941176471,0, 27.9, 52.9, 87.9, 135.4,2
18,24,1,1,2,1,1,1,1,1,1,1,1,400.0,38.11305785123967,0, 32.4, 64.4, 107.4, 166.4,2
19,24,0,1,2,1,1,1,1,1,1,1,1,100.0,36.84090298306907,0, 28.65, 53.15, 88.65, 136.4,2
20,23,1,1,2,1,1,1,1,1,1,1,1,200.0,26.28313379542113,0, 29.9, 56.9, 94.9, 146.4,0
21,20,0,1,2,1,1,1,1,1,1,1,1,100.0,17.63739644970414,0, 29.15, 56.65, 94.15, 145.4,1
