20000,0.21,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.31946982248520706,0,0.13449999999999998,0.2695,0.4595,0.7170000000000001,0.3333333333333333
20001,0.18,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.3821162842503898,0,0.13699999999999998,0.287,0.48700000000000004,0.762,0.6666666666666666
20002,0.21,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.38730180059123887,0,0.14075,0.28825,0.49075,0.767,0
20003,0.19,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3211593204775023,0,0.1125,0.2375,0.4125,0.65,0.6666666666666666
20004,0.2,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.40557692307692306,0,0.11825,0.23074999999999998,0.39325000000000004,0.612,0.6666666666666666
20005,0.2,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.24265810027714788,0,0.13075,0.26825,0.45575000000000004,0.7120000000000001,0.3333333333333333
20006,0.21,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.24886474609375,0,0.12825,0.25075,0.42825,0.667,0
20007,0.21,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.44992000000000004,0,0.13449999999999998,0.2695,0.4595,0.7170000000000001,0.3333333333333333
20008,0.18,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.357787855883094,0,0.11825,0.23074999999999998,0.39325000000000004,0.612,0.3333333333333333
20009,0.23,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.2539718546523839,0,0.12825,0.25075,0.42825,0.667,0.6666666666666666
