30001,23,0,1,2,1,1,1,1,1,1,1,1,200.0,30.25454152249135,0, 25.65, 50.15, 85.65, 133.4,2
30002,19,1,1,2,1,1,1,1,1,1,1,1,300.0,18.171682098765434,0, 26.15, 53.65, 91.15, 142.4,1
30003,20,0,1,2,1,1,1,1,1,1,1,1,100.0,30.017906336088156,0, 23.65, 46.15, 78.65, 122.4,1
30004,22,1,1,2,1,1,1,1,1,1,1,1,300.0,23.68505859375,0, 29.4, 61.4, 104.4, 163.4,0
30005,18,0,1,2,1,1,1,1,1,1,1,1,100.0,24.363579080025207,0, 23.65, 46.15, 78.65, 122.4,2
30006,19,1,1,2,1,1,1,1,1,1,1,1,200.0,21.431846812799193,0, 26.15, 53.65, 91.15, 142.4,1
30007,23,0,1,2,1,1,1,1,1,1,1,1,200.0,23.477630749842472,0, 28.15, 57.65, 98.15, 153.4,3
30008,18,1,1,2,1,1,1,1,1,1,1,1,100.0,33.1431660899654,0, 43.4, 73.4, 113.4, 168.4,2
30009,19,0,1,2,1,1,1,1,1,1,1,1,300.0,20.965207100591716,0, 23.65, 46.15, 78.65, 122.4,0
30010,18,1,1,2,1,1,1,1,1,1,1,1,500.0,15.799411888258769,0, 23.65, 46.15, 78.65, 122.4,0
30011,23,0,1,2,1,1,1,1,1,1,1,1,300.0,46.04698216735254,0, 28.15, 57.65, 98.15, 153.4,2
30012,23,1,1,2,1,1,1,1,1,1,1,1,200.0,16.28692359100022,0, 25.65, 50.15, 85.65, 133.4,3
30013,19,0,1,2,1,1,1,1,1,1,1,1,100.0,27.289306640625,0, 26.15, 53.65, 91.15, 142.4,0
30014,22,1,1,2,1,1,1,1,1,1,1,1,100.0,19.04361799816345,0, 28.15, 57.65, 98.15, 153.4,0
30015,22,0,1,2,1,1,1,1,1,1,1,1,100.0,41.134214876033056,0, 25.65, 50.15, 85.65, 133.4,1
30016,19,1,1,2,1,1,1,1,1,1,1,1,100.0,47.3000637755102,0, 23.65, 46.15, 78.65, 122.4,1
